population,x,y
13506,135.75,-59.81
12265,136.87,-59.81
13492,138.0,-59.81
10763,139.13,-59.81
8869,140.26,-59.81
7420,141.38,-59.81
11497,142.51,-59.81
16245,143.64,-59.81
16791,144.77,-59.81
16379,145.89,-59.81
11953,135.74,-58.89
9937,136.87,-58.89
9261,137.99,-58.89
12474,139.12,-58.89
9452,140.25,-58.89
6794,141.38,-58.89
13533,142.5,-58.89
7808,143.63,-58.89
10209,144.76,-58.89
14022,145.89,-58.89
2681,135.73,-57.96
5843,136.86,-57.96
8442,137.99,-57.96
12117,139.11,-57.96
8074,140.24,-57.96
10168,141.37,-57.96
9028,142.5,-57.96
4490,143.62,-57.96
14621,144.75,-57.96
16449,145.88,-57.96
1222,135.72,-57.04
5990,136.85,-57.04
6086,137.98,-57.04
12494,139.11,-57.04
8673,140.23,-57.04
9697,141.36,-57.04
2332,142.49,-57.04
5353,143.62,-57.04
11510,144.74,-57.04
15510,145.87,-57.04
2929,135.72,-56.11
3221,136.84,-56.11
6235,137.97,-56.11
9632,139.1,-56.11
8091,140.23,-56.11
4599,141.35,-56.11
3663,142.48,-56.11
4651,143.61,-56.11
10370,144.74,-56.11
13203,145.86,-56.11
10197,147.06,-64.44
11777,148.19,-64.44
7074,149.31,-64.44
10366,150.44,-64.44
10357,147.05,-63.52
15027,148.18,-63.52
14948,149.31,-63.52
8262,150.43,-63.52
98,151.56,-63.52
29855,147.04,-62.59
18171,148.17,-62.59
11069,149.3,-62.59
1863,150.43,-62.59
14353,147.04,-61.67
10847,148.16,-61.67
1269,149.29,-61.67
7620,147.03,-60.74
541,148.16,-60.74
9191,147.02,-59.81
15432,147.01,-58.89
3516,148.14,-58.89
17229,147.01,-57.96
6016,148.13,-57.96
8,150.39,-57.96
16471,147.0,-57.04
18115,148.12,-57.04
14630,149.25,-57.04
28,150.38,-57.04
15469,146.99,-56.11
19388,148.12,-56.11
17098,149.24,-56.11
17573,150.37,-56.11
8267,151.5,-56.11
1265,152.63,-56.11
81,153.75,-56.11
1,154.88,-56.11
39,100.75,-51.48
22,100.74,-50.56
177,110.9,-53.33
1,109.77,-52.41
66,101.87,-51.48
148,108.64,-51.48
287,109.76,-51.48
329,101.87,-50.56
58,103.0,-50.56
794,109.76,-50.56
34,110.88,-50.56
19,101.86,-49.63
7,102.99,-49.63
1,104.12,-49.63
59,105.24,-49.63
19,106.37,-49.63
106,109.75,-49.63
250,110.88,-49.63
19,101.86,-48.7
37,102.98,-48.7
34,104.11,-48.7
38,105.24,-48.7
371,106.37,-48.7
440,107.49,-48.7
266,108.62,-48.7
181,109.75,-48.7
28,110.87,-48.7
714,112.0,-48.7
3,101.85,-47.78
43,102.98,-47.78
54,104.11,-47.78
3,106.36,-47.78
1,107.49,-47.78
23,108.61,-47.78
194,109.74,-47.78
164,110.87,-47.78
1002,111.99,-47.78
47,101.85,-46.85
108,102.97,-46.85
154,104.1,-46.85
2,106.35,-46.85
4,107.48,-46.85
47,109.73,-46.85
236,110.86,-46.85
10,114.29,-55.19
3,116.55,-55.19
1022,117.68,-55.19
4383,118.8,-55.19
770,119.93,-55.19
3487,121.06,-55.19
6457,122.18,-55.19
1137,123.31,-55.19
385,116.54,-54.26
479,117.67,-54.26
4,118.8,-54.26
3591,119.92,-54.26
2582,121.05,-54.26
2294,122.18,-54.26
1739,123.31,-54.26
475,116.54,-53.33
193,117.66,-53.33
122,118.79,-53.33
6215,119.92,-53.33
2775,121.04,-53.33
1253,122.17,-53.33
997,123.3,-53.33
1080,114.28,-52.41
1497,115.4,-52.41
1871,116.53,-52.41
575,117.66,-52.41
892,118.78,-52.41
4504,119.91,-52.41
2460,121.04,-52.41
1554,122.17,-52.41
4081,123.29,-52.41
31,113.14,-51.48
2655,114.27,-51.48
1182,115.4,-51.48
158,116.52,-51.48
569,117.65,-51.48
281,118.78,-51.48
1113,119.9,-51.48
1407,121.03,-51.48
2205,122.16,-51.48
2540,123.29,-51.48
315,113.14,-50.56
1169,114.26,-50.56
16,115.39,-50.56
159,116.52,-50.56
83,117.64,-50.56
19,118.77,-50.56
5099,119.9,-50.56
4690,121.03,-50.56
4222,122.15,-50.56
7607,123.28,-50.56
149,113.13,-49.63
161,114.26,-49.63
6,116.51,-49.63
166,118.77,-49.63
5010,119.89,-49.63
4361,121.02,-49.63
8310,122.15,-49.63
10454,123.27,-49.63
539,113.13,-48.7
338,114.25,-48.7
3,117.63,-48.7
965,118.76,-48.7
3098,119.89,-48.7
3477,121.01,-48.7
8197,122.14,-48.7
11932,123.27,-48.7
642,113.12,-47.78
1313,114.25,-47.78
399,115.37,-47.78
57,117.63,-47.78
4213,118.75,-47.78
2503,119.88,-47.78
8795,121.01,-47.78
7390,122.13,-47.78
10778,123.26,-47.78
408,113.11,-46.85
3058,114.24,-46.85
271,115.37,-46.85
322,116.49,-46.85
1281,117.62,-46.85
3227,118.75,-46.85
8273,119.87,-46.85
6597,121.0,-46.85
12002,122.13,-46.85
17854,123.25,-46.85
3617,124.44,-55.19
2222,125.57,-55.19
12613,126.69,-55.19
13413,127.82,-55.19
8145,128.95,-55.19
15661,130.07,-55.19
9719,131.2,-55.19
4613,132.33,-55.19
385,133.46,-55.19
8243,134.58,-55.19
3220,124.43,-54.26
1114,125.56,-54.26
11561,126.69,-54.26
20676,127.81,-54.26
12615,128.94,-54.26
12322,130.07,-54.26
9175,131.19,-54.26
1673,132.32,-54.26
391,133.45,-54.26
2112,134.58,-54.26
3711,124.43,-53.33
497,125.55,-53.33
9740,126.68,-53.33
10367,127.81,-53.33
19086,128.93,-53.33
14412,130.06,-53.33
6175,131.19,-53.33
31,132.32,-53.33
24,133.44,-53.33
7164,134.57,-53.33
4727,124.42,-52.41
879,125.55,-52.41
6042,126.67,-52.41
11993,127.8,-52.41
16142,128.93,-52.41
18070,130.05,-52.41
5493,131.18,-52.41
192,133.44,-52.41
12133,134.56,-52.41
3494,124.41,-51.48
908,125.54,-51.48
1163,126.67,-51.48
12463,127.79,-51.48
10423,128.92,-51.48
12752,130.05,-51.48
8,131.17,-51.48
2258,133.43,-51.48
9837,134.56,-51.48
4871,124.41,-50.56
1235,125.53,-50.56
5133,126.66,-50.56
9826,127.79,-50.56
8950,128.91,-50.56
1541,130.04,-50.56
3027,133.42,-50.56
3390,134.55,-50.56
12788,124.4,-49.63
3072,125.53,-49.63
11070,126.65,-49.63
13435,127.78,-49.63
902,128.91,-49.63
5699,133.41,-49.63
7058,134.54,-49.63
14184,124.39,-48.7
9716,125.52,-48.7
9998,126.65,-48.7
4044,127.77,-48.7
4127,132.28,-48.7
4886,133.41,-48.7
469,134.53,-48.7
13556,124.39,-47.78
15731,125.51,-47.78
9658,126.64,-47.78
396,132.27,-47.78
1880,133.4,-47.78
5442,124.38,-46.85
8477,125.51,-46.85
1215,126.63,-46.85
389,132.27,-46.85
3911,133.39,-46.85
1807,134.52,-46.85
6676,135.71,-55.19
1018,136.84,-55.19
5532,137.96,-55.19
8816,139.09,-55.19
10783,140.22,-55.19
10340,141.35,-55.19
10138,142.47,-55.19
8862,143.6,-55.19
14761,144.73,-55.19
10680,145.85,-55.19
7112,135.7,-54.26
3043,136.83,-54.26
13455,137.96,-54.26
13130,139.08,-54.26
6996,140.21,-54.26
6764,141.34,-54.26
9281,142.47,-54.26
2915,143.59,-54.26
1510,144.72,-54.26
9007,145.85,-54.26
8533,135.7,-53.33
10220,136.82,-53.33
6169,137.95,-53.33
8591,139.08,-53.33
9664,140.2,-53.33
6194,141.33,-53.33
2666,142.46,-53.33
1992,143.59,-53.33
4479,144.71,-53.33
14597,145.84,-53.33
10229,135.69,-52.41
8511,136.82,-52.41
5611,137.94,-52.41
3097,139.07,-52.41
6270,140.2,-52.41
2002,141.32,-52.41
1125,142.45,-52.41
3784,143.58,-52.41
4275,144.7,-52.41
12041,145.83,-52.41
9733,135.68,-51.48
13818,136.81,-51.48
12313,137.94,-51.48
6252,139.06,-51.48
13015,140.19,-51.48
11279,141.32,-51.48
15081,142.44,-51.48
10099,143.57,-51.48
4072,144.7,-51.48
15215,145.82,-51.48
12619,135.67,-50.56
13295,136.8,-50.56
12593,137.93,-50.56
8470,139.06,-50.56
10997,140.18,-50.56
9189,141.31,-50.56
8846,142.44,-50.56
5987,143.56,-50.56
2210,144.69,-50.56
13100,145.82,-50.56
10611,135.67,-49.63
12912,136.79,-49.63
6424,137.92,-49.63
15040,139.05,-49.63
8588,140.17,-49.63
5786,141.3,-49.63
16490,142.43,-49.63
9465,143.56,-49.63
6342,144.68,-49.63
10316,145.81,-49.63
8114,135.66,-48.7
2364,136.79,-48.7
7520,137.91,-48.7
9057,139.04,-48.7
11150,140.17,-48.7
11424,141.29,-48.7
10438,142.42,-48.7
13928,143.55,-48.7
9264,144.67,-48.7
9543,145.8,-48.7
1261,135.65,-47.78
1141,136.78,-47.78
9766,137.91,-47.78
12030,139.03,-47.78
13298,140.16,-47.78
12262,141.29,-47.78
13266,142.41,-47.78
10518,143.54,-47.78
10379,144.67,-47.78
11169,145.79,-47.78
8184,135.65,-46.85
6026,136.77,-46.85
10380,137.9,-46.85
8300,139.03,-46.85
15578,140.15,-46.85
16114,141.28,-46.85
18254,142.41,-46.85
14691,143.53,-46.85
12821,144.66,-46.85
10054,145.79,-46.85
13509,146.98,-55.19
15653,148.11,-55.19
14671,149.24,-55.19
12747,150.36,-55.19
19261,151.49,-55.19
20690,152.62,-55.19
6163,153.74,-55.19
52,154.87,-55.19
16039,146.97,-54.26
15185,148.1,-54.26
14593,149.23,-54.26
18461,150.36,-54.26
19271,151.48,-54.26
19409,152.61,-54.26
20781,153.74,-54.26
7659,154.86,-54.26
3,155.99,-54.26
16483,146.97,-53.33
7835,148.09,-53.33
9127,149.22,-53.33
14607,150.35,-53.33
18048,151.47,-53.33
24688,152.6,-53.33
20891,153.73,-53.33
21573,154.86,-53.33
7532,155.98,-53.33
1049,157.11,-53.33
16815,146.96,-52.41
13019,148.09,-52.41
9453,149.21,-52.41
14357,150.34,-52.41
17478,151.47,-52.41
19148,152.59,-52.41
17707,153.72,-52.41
20617,154.85,-52.41
19271,155.97,-52.41
6198,157.1,-52.41
15091,146.95,-51.48
15192,148.08,-51.48
12112,149.21,-51.48
16404,150.33,-51.48
24861,151.46,-51.48
27364,152.59,-51.48
6849,153.71,-51.48
7267,154.84,-51.48
17056,155.97,-51.48
13019,157.09,-51.48
20491,146.94,-50.56
21345,148.07,-50.56
16048,149.2,-50.56
16743,150.32,-50.56
24550,151.45,-50.56
15038,152.58,-50.56
14949,146.94,-49.63
13031,148.06,-49.63
13329,149.19,-49.63
12731,150.32,-49.63
19851,151.44,-49.63
4334,152.57,-49.63
16365,146.93,-48.7
18189,148.05,-48.7
19672,149.18,-48.7
19409,150.31,-48.7
3578,151.44,-48.7
16426,146.92,-47.78
23163,148.05,-47.78
27738,149.17,-47.78
13616,150.3,-47.78
22069,146.91,-46.85
19716,148.04,-46.85
27457,149.17,-46.85
13339,150.29,-46.85
1,158.23,-52.41
944,158.22,-51.48
3,100.69,-42.22
185,100.69,-41.3
2,100.68,-40.37
72,100.68,-39.44
147,100.67,-38.52
12,100.67,-37.59
133,101.84,-45.93
210,102.97,-45.93
83,104.1,-45.93
99,105.22,-45.93
18,106.35,-45.93
104,108.6,-45.93
357,109.73,-45.93
1647,110.85,-45.93
1857,111.98,-45.93
537,101.84,-45.0
111,102.96,-45.0
101,104.09,-45.0
39,105.22,-45.0
61,107.47,-45.0
805,108.6,-45.0
623,109.72,-45.0
1033,110.85,-45.0
1245,111.98,-45.0
151,101.83,-44.07
196,102.96,-44.07
785,104.08,-44.07
23,105.21,-44.07
263,107.46,-44.07
301,108.59,-44.07
932,109.72,-44.07
254,110.84,-44.07
116,111.97,-44.07
45,101.83,-43.15
759,102.95,-43.15
1384,104.08,-43.15
697,105.21,-43.15
132,106.33,-43.15
690,107.46,-43.15
241,108.58,-43.15
503,109.71,-43.15
8,110.84,-43.15
236,101.82,-42.22
161,102.95,-42.22
161,104.07,-42.22
827,105.2,-42.22
455,106.33,-42.22
580,107.45,-42.22
1097,108.58,-42.22
8,109.71,-42.22
98,101.82,-41.3
203,102.94,-41.3
39,104.07,-41.3
23,107.45,-41.3
18,108.57,-41.3
1,109.7,-41.3
48,101.81,-40.37
90,102.94,-40.37
41,104.06,-40.37
10,105.19,-40.37
9,107.44,-40.37
23,108.57,-40.37
174,101.8,-39.44
51,102.93,-39.44
2,108.56,-39.44
65,101.8,-38.52
62,102.93,-38.52
54,104.05,-38.52
13,104.05,-37.59
2336,113.11,-45.93
2025,114.23,-45.93
411,115.36,-45.93
1608,116.49,-45.93
2675,117.61,-45.93
6775,118.74,-45.93
2733,119.87,-45.93
6644,120.99,-45.93
6272,122.12,-45.93
4800,123.25,-45.93
678,113.1,-45.0
246,114.23,-45.0
739,115.35,-45.0
2903,116.48,-45.0
7759,117.61,-45.0
10802,118.73,-45.0
9582,119.86,-45.0
12707,120.99,-45.0
10463,122.11,-45.0
5597,123.24,-45.0
448,116.48,-44.07
4883,117.6,-44.07
6800,118.73,-44.07
5507,119.85,-44.07
4794,120.98,-44.07
350,122.11,-44.07
44,115.34,-43.15
153,116.47,-43.15
2879,124.37,-45.93
2619,125.5,-45.93
810,133.39,-45.93
5941,134.51,-45.93
142,124.37,-45.0
2143,133.38,-45.0
10291,134.51,-45.0
1,131.12,-44.07
1403,132.25,-44.07
9319,133.37,-44.07
2973,134.5,-44.07
453,131.11,-43.15
4908,132.24,-43.15
2964,133.37,-43.15
2359,134.49,-43.15
2536,131.11,-42.22
5492,132.23,-42.22
22,133.36,-42.22
992,134.48,-42.22
10280,135.64,-45.93
5358,136.77,-45.93
8281,137.89,-45.93
6763,139.02,-45.93
12043,140.15,-45.93
15917,141.27,-45.93
20367,142.4,-45.93
20711,143.53,-45.93
14384,144.65,-45.93
19396,145.78,-45.93
10804,135.63,-45.0
9226,136.76,-45.0
7789,137.89,-45.0
8440,139.01,-45.0
8173,140.14,-45.0
12592,141.26,-45.0
12682,142.39,-45.0
15786,143.52,-45.0
20242,144.64,-45.0
21141,145.77,-45.0
12632,135.63,-44.07
14984,136.75,-44.07
9676,137.88,-44.07
9354,139.0,-44.07
3344,140.13,-44.07
8132,141.26,-44.07
9277,142.38,-44.07
6131,143.51,-44.07
15162,144.64,-44.07
24443,145.76,-44.07
11342,135.62,-43.15
14140,136.74,-43.15
11575,137.87,-43.15
12170,139.0,-43.15
8623,140.12,-43.15
13515,141.25,-43.15
16200,142.38,-43.15
16288,143.5,-43.15
8954,144.63,-43.15
4294,145.76,-43.15
5296,135.61,-42.22
7915,136.74,-42.22
5436,137.86,-42.22
9903,138.99,-42.22
14961,140.12,-42.22
13698,141.24,-42.22
4778,142.37,-42.22
525,143.5,-42.22
1527,136.73,-41.3
14243,137.86,-41.3
16535,138.98,-41.3
18113,140.11,-41.3
1611,141.24,-41.3
3014,136.72,-40.37
13172,137.85,-40.37
3536,138.98,-40.37
226,140.1,-40.37
25613,146.9,-45.93
13645,148.03,-45.93
8112,149.16,-45.93
1895,150.28,-45.93
14761,146.9,-45.0
5430,148.02,-45.0
9633,146.89,-44.07
9,242.58,199.44
38,243.69,199.44
11,243.68,200.37
9,240.33,201.3
9,241.44,201.3
7,242.55,201.3
18,240.32,202.22
10,241.43,202.22
7,242.54,202.22
2,239.19,203.15
12,240.31,203.15
35,241.42,203.15
80,242.53,203.15
2,243.64,203.15
2,248.16,197.59
8,249.27,197.59
2,247.01,200.37
25,253.67,200.37
6,251.44,201.3
19,252.55,201.3
4,244.76,202.22
5,245.87,202.22
4,248.09,202.22
7,251.42,202.22
16,252.53,202.22
2,245.86,203.15
7,248.08,203.15
20,249.19,203.15
32,250.3,203.15
36,251.41,203.15
27,252.52,203.15
3,253.63,203.15
1,232.42,211.48
15,229.08,212.41
146,230.18,212.41
23,231.29,212.41
5,232.4,212.41
28,241.4,204.07
23,242.51,204.07
9,242.5,205.0
9,243.61,205.0
7,241.38,205.93
24,242.49,205.93
17,243.6,205.93
6,240.25,206.85
4,242.47,206.85
6,243.58,206.85
2,239.13,207.78
24,240.24,207.78
7,243.57,207.78
4,239.12,208.7
39,240.23,208.7
10,241.34,208.7
11,242.45,208.7
6,240.21,209.63
10,241.32,209.63
3,243.54,209.63
2,234.65,210.56
23,236.87,210.56
27,237.98,210.56
1,239.09,210.56
30,241.31,210.56
25,242.42,210.56
18,243.53,210.56
21,233.53,211.48
11,234.64,211.48
18,235.75,211.48
12,236.86,211.48
28,237.97,211.48
32,239.08,211.48
20,241.3,211.48
6,242.41,211.48
13,243.52,211.48
6,233.51,212.41
58,234.62,212.41
49,235.73,212.41
47,236.84,212.41
18,237.95,212.41
27,239.06,212.41
2,244.73,204.07
4,248.06,204.07
21,249.18,204.07
24,250.29,204.07
45,251.4,204.07
14,252.51,204.07
11,244.72,205.0
25,249.16,205.0
48,251.38,205.0
11,252.49,205.0
6,244.71,205.93
41,249.15,205.93
53,250.26,205.93
34,251.37,205.93
13,244.69,206.85
37,249.13,206.85
80,250.24,206.85
314,251.35,206.85
12,252.46,206.85
155,246.9,207.78
20,248.01,207.78
209,250.23,207.78
181,251.34,207.78
2,244.67,208.7
110,246.89,208.7
10,249.11,208.7
134,250.22,208.7
45,251.33,208.7
23,244.65,209.63
99,245.76,209.63
67,246.87,209.63
59,249.09,209.63
160,250.2,209.63
58,251.31,209.63
39,252.42,209.63
15,244.64,210.56
219,245.75,210.56
50,246.86,210.56
127,247.97,210.56
166,249.08,210.56
56,250.19,210.56
186,251.3,210.56
17,252.41,210.56
9,254.63,210.56
250,244.63,211.48
236,245.74,211.48
125,246.85,211.48
326,247.96,211.48
280,249.07,211.48
106,250.18,211.48
28,251.29,211.48
19,252.4,211.48
47,254.62,211.48
383,244.61,212.41
921,245.72,212.41
115,246.83,212.41
44,247.94,212.41
108,249.05,212.41
117,250.16,212.41
36,251.27,212.41
53,254.6,212.41
1,255.74,210.56
5,257.96,210.56
26,259.07,210.56
17,260.18,210.56
57,255.73,211.48
191,257.95,211.48
2,259.06,211.48
143,255.71,212.41
195,256.82,212.41
131,257.93,212.41
5,259.04,212.41
1,208.98,221.67
7,217.88,219.81
4,218.99,219.81
1,221.21,219.81
75,216.76,220.74
38,217.87,220.74
44,218.98,220.74
32,215.64,221.67
478,216.75,221.67
9,217.86,221.67
18,223.51,213.33
15,229.06,213.33
211,230.17,213.33
48,231.28,213.33
68,232.39,213.33
121,230.16,214.26
294,231.27,214.26
67,232.38,214.26
38,230.15,215.19
236,231.26,215.19
7,232.37,215.19
92,224.59,216.11
91,225.7,216.11
32,226.81,216.11
22,230.13,216.11
61,231.24,216.11
15,232.35,216.11
4,223.46,217.04
29,224.57,217.04
24,225.68,217.04
96,226.79,217.04
12,230.12,217.04
79,231.23,217.04
69,232.34,217.04
69,226.78,217.96
6,227.89,217.96
200,231.22,217.96
106,232.33,217.96
60,226.77,218.89
33,227.88,218.89
268,231.21,218.89
57,232.32,218.89
63,226.76,219.81
20,227.87,219.81
261,231.19,219.81
190,232.3,219.81
9,226.74,220.74
1,227.85,220.74
8,230.07,220.74
343,231.18,220.74
912,232.29,220.74
4,225.62,221.67
2,226.73,221.67
278,231.17,221.67
2770,232.28,221.67
4,233.5,213.33
42,234.61,213.33
53,235.72,213.33
15,236.83,213.33
35,237.94,213.33
9,239.05,213.33
2,242.38,213.33
3,233.49,214.26
48,234.6,214.26
25,235.71,214.26
93,236.82,214.26
52,237.93,214.26
45,239.04,214.26
7,241.26,214.26
26,242.37,214.26
3,243.48,214.26
9,233.48,215.19
36,234.59,215.19
41,235.7,215.19
139,236.81,215.19
145,237.91,215.19
17,239.02,215.19
18,240.13,215.19
8,241.24,215.19
14,242.35,215.19
17,243.46,215.19
8,233.46,216.11
12,234.57,216.11
38,235.68,216.11
21,236.79,216.11
38,237.9,216.11
10,239.01,216.11
15,240.12,216.11
9,241.23,216.11
2,242.34,216.11
10,233.45,217.04
26,234.56,217.04
73,235.67,217.04
27,236.78,217.04
23,237.89,217.04
41,239.0,217.04
36,240.11,217.04
35,241.22,217.04
16,242.33,217.04
50,243.44,217.04
7,233.44,217.96
7,234.55,217.96
73,235.66,217.96
52,236.77,217.96
5,237.88,217.96
35,238.99,217.96
3,240.09,217.96
43,241.2,217.96
6,242.31,217.96
119,243.42,217.96
25,233.43,218.89
75,235.64,218.89
40,236.75,218.89
54,237.86,218.89
47,238.97,218.89
12,240.08,218.89
17,241.19,218.89
66,243.41,218.89
111,233.41,219.81
325,234.52,219.81
235,235.63,219.81
33,236.74,219.81
25,237.85,219.81
35,238.96,219.81
11,240.07,219.81
52,241.18,219.81
72,242.29,219.81
97,243.4,219.81
796,233.4,220.74
283,234.51,220.74
278,235.62,220.74
71,236.73,220.74
1,237.84,220.74
6,238.95,220.74
39,240.06,220.74
31,241.16,220.74
39,242.27,220.74
97,243.38,220.74
3254,233.39,221.67
1208,234.5,221.67
31,235.61,221.67
63,236.71,221.67
35,237.82,221.67
40,238.93,221.67
31,240.04,221.67
14,241.15,221.67
107,242.26,221.67
186,243.37,221.67
112,244.6,213.33
602,245.71,213.33
306,246.82,213.33
83,247.93,213.33
48,249.04,213.33
137,250.15,213.33
182,251.26,213.33
11,252.37,213.33
63,254.59,213.33
226,244.59,214.26
621,245.7,214.26
324,246.81,214.26
25,247.92,214.26
139,249.03,214.26
52,250.14,214.26
54,251.24,214.26
12,252.35,214.26
53,254.57,214.26
186,244.57,215.19
207,245.68,215.19
283,246.79,215.19
100,247.9,215.19
122,249.01,215.19
292,250.12,215.19
241,251.23,215.19
12,252.34,215.19
111,254.56,215.19
60,244.56,216.11
159,245.67,216.11
95,246.78,216.11
163,247.89,216.11
207,249.0,216.11
213,250.11,216.11
137,251.22,216.11
6,252.33,216.11
4,253.44,216.11
254,254.55,216.11
138,244.55,217.04
62,245.66,217.04
221,246.77,217.04
75,247.87,217.04
86,248.98,217.04
44,250.09,217.04
346,251.2,217.04
11,252.31,217.04
140,254.53,217.04
59,244.53,217.96
103,245.64,217.96
782,246.75,217.96
52,247.86,217.96
9,248.97,217.96
208,250.08,217.96
390,251.19,217.96
470,254.52,217.96
101,244.52,218.89
332,245.63,218.89
2315,246.74,218.89
1320,247.85,218.89
71,248.96,218.89
100,250.07,218.89
102,251.18,218.89
31,252.29,218.89
35,253.39,218.89
641,254.5,218.89
200,244.51,219.81
1328,245.62,219.81
3100,246.72,219.81
1393,247.83,219.81
86,248.94,219.81
157,250.05,219.81
188,251.16,219.81
23,252.27,219.81
104,253.38,219.81
384,254.49,219.81
366,244.49,220.74
1405,245.6,220.74
1200,246.71,220.74
733,247.82,220.74
21,248.93,220.74
72,250.04,220.74
85,251.15,220.74
213,253.37,220.74
630,254.48,220.74
8,244.48,221.67
70,245.59,221.67
231,246.7,221.67
1085,247.81,221.67
277,248.92,221.67
52,250.03,221.67
68,251.13,221.67
190,253.35,221.67
343,254.46,221.67
114,255.7,213.33
863,256.81,213.33
72,257.92,213.33
197,255.68,214.26
121,256.79,214.26
4,257.9,214.26
107,255.67,215.19
385,256.78,215.19
6,257.89,215.19
185,255.66,216.11
573,256.77,216.11
615,255.64,217.04
135,256.75,217.04
2,257.86,217.04
1751,255.63,217.96
367,256.74,217.96
75,257.85,217.96
578,255.61,218.89
775,256.72,218.89
56,257.83,218.89
9,255.6,219.81
109,256.71,219.81
6,255.59,220.74
310,256.7,220.74
7,257.8,220.74
285,255.57,221.67
501,256.68,221.67
24,206.75,222.59
69,208.97,222.59
27,210.08,222.59
114,205.63,223.52
34,206.74,223.52
3,210.07,223.52
2,203.38,226.3
17,203.37,227.22
20,214.52,222.59
2,215.63,222.59
8,217.85,222.59
17,218.95,222.59
3,211.18,223.52
5,212.29,223.52
62,213.4,223.52
25,214.51,223.52
8,218.94,223.52
23,217.82,224.44
74,218.93,224.44
14,220.02,226.3
22,221.12,226.3
11,221.11,227.22
4,225.61,222.59
5,226.72,222.59
37,228.94,222.59
237,230.05,222.59
1050,231.16,222.59
2338,232.26,222.59
8,225.6,223.52
7,226.71,223.52
103,228.92,223.52
30,230.03,223.52
217,231.14,223.52
1707,232.25,223.52
2,223.37,224.44
5,224.48,224.44
9,225.58,224.44
63,228.91,224.44
44,230.02,224.44
396,231.13,224.44
1046,232.24,224.44
43,224.46,225.37
5,225.57,225.37
9,227.79,225.37
20,228.9,225.37
47,230.01,225.37
384,231.12,225.37
139,232.23,225.37
19,222.23,226.3
7,224.45,226.3
4,225.56,226.3
2,226.67,226.3
64,227.78,226.3
63,228.89,226.3
17,230.0,226.3
20,231.1,226.3
208,232.21,226.3
35,222.22,227.22
19,223.33,227.22
5,226.66,227.22
8,227.77,227.22
57,228.87,227.22
3,229.98,227.22
49,232.2,227.22
7,224.43,228.15
1,228.86,228.15
5,232.19,228.15
15,224.41,229.07
14,225.52,229.07
9,226.63,229.07
25,227.74,229.07
3,225.51,230.0
41,226.62,230.0
48,227.73,230.0
2,228.84,230.0
9,226.61,230.93
23,227.72,230.93
2335,233.37,222.59
1289,234.48,222.59
77,235.59,222.59
126,236.7,222.59
56,237.81,222.59
29,238.92,222.59
29,240.03,222.59
69,241.14,222.59
203,242.25,222.59
79,243.36,222.59
2230,233.36,223.52
50,234.47,223.52
31,236.69,223.52
54,237.8,223.52
26,238.91,223.52
28,240.02,223.52
61,241.13,223.52
113,242.23,223.52
96,243.34,223.52
434,233.35,224.44
78,234.46,224.44
30,236.68,224.44
106,237.78,224.44
5,238.89,224.44
10,240.0,224.44
81,241.11,224.44
68,242.22,224.44
64,243.33,224.44
384,233.34,225.37
68,234.44,225.37
64,235.55,225.37
107,236.66,225.37
165,237.77,225.37
238,238.88,225.37
15,239.99,225.37
730,242.21,225.37
104,243.32,225.37
373,233.32,226.3
476,234.43,226.3
333,235.54,226.3
86,236.65,226.3
77,237.76,226.3
268,238.87,226.3
598,239.98,226.3
298,241.09,226.3
1313,242.19,226.3
1446,243.3,226.3
237,233.31,227.22
420,234.42,227.22
636,235.53,227.22
199,236.64,227.22
46,237.75,227.22
76,238.85,227.22
1490,239.96,227.22
2421,241.07,227.22
2931,242.18,227.22
3980,243.29,227.22
2,233.3,228.15
40,234.41,228.15
345,235.51,228.15
185,236.62,228.15
30,237.73,228.15
73,238.84,228.15
139,239.95,228.15
30,241.06,228.15
2367,242.17,228.15
2786,243.28,228.15
79,234.39,229.07
370,235.5,229.07
15,236.61,229.07
50,237.72,229.07
81,238.83,229.07
173,239.94,229.07
241,241.05,229.07
567,242.15,229.07
2262,243.26,229.07
116,233.27,230.0
99,234.38,230.0
169,235.49,230.0
74,236.6,230.0
10,237.71,230.0
21,238.82,230.0
92,239.92,230.0
73,241.03,230.0
923,242.14,230.0
284,243.25,230.0
6,233.26,230.93
72,234.37,230.93
339,235.48,230.93
113,236.58,230.93
61,237.69,230.93
32,238.8,230.93
100,239.91,230.93
67,241.02,230.93
461,242.13,230.93
93,243.24,230.93
232,244.47,222.59
165,245.58,222.59
129,246.68,222.59
315,247.79,222.59
69,250.01,222.59
36,251.12,222.59
5,252.23,222.59
941,253.34,222.59
72,254.45,222.59
25,244.45,223.52
248,245.56,223.52
76,246.67,223.52
209,247.78,223.52
53,248.89,223.52
82,250.0,223.52
29,251.11,223.52
241,252.22,223.52
877,253.33,223.52
31,254.43,223.52
36,244.44,224.44
133,245.55,224.44
1082,246.66,224.44
196,247.77,224.44
30,248.88,224.44
150,249.98,224.44
11,251.09,224.44
82,252.2,224.44
396,253.31,224.44
155,244.43,225.37
65,245.53,225.37
97,246.64,225.37
66,247.75,225.37
34,248.86,225.37
133,249.97,225.37
45,251.08,225.37
345,252.19,225.37
2952,253.3,225.37
389,254.41,225.37
42,244.41,226.3
140,246.63,226.3
119,247.74,226.3
78,248.85,226.3
